"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"오정490",1,,경기도 부천시 대장동 115-1,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정306",1,경기도 부천시 오정로 215,경기도 부천시 오정동 202-1,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정352",1,,경기도 부천시 부천오정일반산업단지,,,2009,전용주,032-625-7236,경기도 부천시청,2019-09-10
"오정96",1,경기도 부천시 부천로456번길 15,경기도 부천시 오정동 587-5,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정102",1,경기도 부천시 상오정로19번길 12-18,경기도 부천시 오정동 566-2,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정47",1,경기도 부천시 오정로190번길 41,경기도 부천시 오정동 609,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정225",1,경기도 부천시 부천로476번가길 76,경기도 부천시 오정동 557,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정363",1,경기도 부천시 산업로114번길 10,경기도 부천시 오정동 746-14,,,2009,전용주,032-625-7236,경기도 부천시청,2019-09-10
"오정207",1,경기도 부천시 오정로232번길 16,경기도 부천시 오정동 575-15,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정351",1,,경기도 부천시 부천오정일반산업단지,,,2009,전용주,032-625-7236,경기도 부천시청,2019-09-10
"오정408",1,,경기도 부천시 대장동 285-2,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정357",1,,경기도 부천시 부천오정일반산업단지,,,2009,전용주,032-625-7236,경기도 부천시청,2019-09-10
"심곡동 864",1,경기도 부천시 장말로279번길 6-2,경기도 부천시 심곡3동 305-7 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 896",1,경기도 부천시 신흥로25번길 24,경기도 부천시 심곡3동 360-2 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 810",1,경기도 부천시 신흥로67번길 38,경기도 부천시 심곡3동 325-29 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 982",1,경기도 부천시 심중로60번길 14,경기도 부천시 심곡3동 346-1 (삼미연립 가동 옥상 위치),,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 775",1,경기도 부천시 장말로280번길 36-8,경기도 부천시 심곡3동 335-8 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 842",1,경기도 부천시 신흥로99번길 21,경기도 부천시 심곡3동 297-1 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 721",1,경기도 부천시 신흥로59번길 52-6,경기도 부천시 심곡3동 330-65 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"심곡동823",1,경기도 부천시 장말로301번길 9-2,경기도 부천시 심곡3동 304-9 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 759",1,경기도 부천시 신흥로59번길 32-16,경기도 부천시 심곡3동 330-26 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 944",1,경기도 부천시 신흥로39번길 15,경기도 부천시 심곡3동 351-17 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"심곡본동-233",1,경기도 부천시 성주로212번길 22,경기도 부천시 심곡본동 705-8 (2동앞),,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-055",1,경기도 부천시 성무로9번길 16-3,경기도 부천시 심곡본동 744-51,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-215",1,경기도 부천시 성주로225번길 8,경기도 부천시 심곡본동 696-15,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-367",1,경기도 부천시 자유로 34,경기도 부천시 심곡본동 542,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-303",1,경기도 부천시 성주로269번길 31,경기도 부천시 심곡본동 681,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-255",1,,경기도 부천시 심곡본동 567-47,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동 732-4",1,경기도 부천시 성무로 14-7,경기도 부천시 심곡본동 732-4 건물,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-307",1,경기도 부천시 경인로216번길 13-8,경기도 부천시 심곡본동 669-11,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-360",1,경기도 부천시 자유로 39-6,경기도 부천시 심곡본동 543-7,,,,,032-625-6075,경기도 부천시청,2019-09-10
"오정217",1,경기도 부천시 오정로 250,경기도 부천시 오정동 543,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정209",1,경기도 부천시 부천로478번길 54,경기도 부천시 오정동 575-10,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"소사본1동-129",1,,경기도 부천시 소사본1동 171-17,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-185",1,,경기도 부천시 소사본1동 179,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-218",1,,경기도 부천시 소사본1동 210,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-230",1,경기도 부천시 은성로38번길 56,경기도 부천시 소사구 소사본1동 209-17,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-267",1,,경기도 부천시 소사본1동 236-25,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-178",1,,경기도 부천시 소사본1동 178-19,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-164",1,,경기도 부천시 소사본1동 178-1(벽),,,2009,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-248",1,,경기도 부천시 소사본2동 101-27(101-28옆),,,2010,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-043",1,,경기도 부천시 소사본2동 61-5,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-239",1,,경기도 부천시 소사본2동 91-11,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-152",1,,경기도 부천시 소사본2동 120-10,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-133",1,,경기도 부천시 소사본2동 147-21,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-165",1,,경기도 부천시 소사본2동 101-121,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-058",1,,경기도 부천시 소사본2동 56-13,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-219",1,,경기도 부천시 소사본2동 88-16,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-010",1,,경기도 부천시 소사본2동 52-17,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-207",1,,경기도 부천시 소사본2동 113-20,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-182",1,,경기도 부천시 소사본2동 102-10,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-088",1,,경기도 부천시 소사본2동 81-12 전주,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-213",1,,경기도 부천시 소사본2동 91-146(성지 102동 뒤),,,2011,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-012",1,,경기도 부천시 소사본2동 52-10 (다예아트빌 앞),,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-035",1,,경기도 부천시 소사본2동 63-8,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-226",1,,경기도 부천시 소사본1동 91-121,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-143",1,,경기도 부천시 소사본2동 146-11 앞,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-175",1,,경기도 부천시 소사본2동 101-10,,,1987,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-121",1,,경기도 부천시 소사본2동 78-13,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-039",1,,경기도 부천시 소사본2동 62-23,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-159",1,,경기도 부천시 소사본2동 118-14,,,,,032-625-6262,경기도 부천시청,2019-09-10
"심곡본동-312",1,경기도 부천시 경인로224번길 50-8,경기도 부천시 심곡본동 657-14,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-091",1,,경기도 부천시 심곡본동 530-479,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-377",1,,경기도 부천시 심곡본동 530-374 (건물옥상),,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-202",1,경기도 부천시 성주로231번길 8,경기도 부천시 심곡본동 689-11,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동 555-26번지",1,경기도 부천시 하우로 300-8,경기도 부천시 심곡본동 555-26,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-390",1,경기도 부천시 경인로216번길 13-3,경기도 부천시 심곡본1동 668-16,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-376",1,경기도 부천시 하우로 327,경기도 부천시 심곡본동 738-32,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동 682-7번지",1,경기도 부천시 성주로261번길 15-1,경기도 부천시 심곡본동 682-7,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-326",1,경기도 부천시 경인로234번길 47,경기도 부천시 심곡본동 687-2,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-322",1,경기도 부천시 경인로234번길 23,경기도 부천시 심곡본동 677-6,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-049",1,경기도 부천시 경인로 280,경기도 부천시 심곡본동 747-17 옆 (747-16),,,,,032-625-6075,경기도 부천시청,2019-09-10
"소사본2동-099",1,,경기도 부천시 소사본2동 76-8,,,2008,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-180",1,,경기도 부천시 소사본2동 111-12,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-263",1,,경기도 부천시 소사본1동 234-25,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사동 40",1,,경기도 부천시 소사동 44-35 앞 위치,,,1986,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 27",1,,경기도 부천시 소사동 74-23 앞 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 223",1,경기도 부천시 부일로619번길 45,경기도 부천시 소사동 20-19번지 산길 세번째 위치 1개,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 139",1,,경기도 부천시 소사동 13-12 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 200",1,,경기도 부천시 소사동 39-10 맞은편 철로변 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 253",1,,경기도 부천시 소사동 6-1앞 23-25 맞은편 산 위치,,,1986,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 207",1,,경기도 부천시 소사동 35-26호와27호사이전주,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 244",1,,경기도 부천시 소사동 24-40 앞 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 242",2,,경기도 부천시 소사동 32-1 앞 (27-3 맞은편 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 247",1,,경기도 부천시 소사동 32 앞 (20-6 맞은편 중앙 위치),,,1986,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 127",2,,경기도 부천시 소사동 22-43앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 255",2,,경기도 부천시 소사동 23-2 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 197",1,,경기도 부천시 소사동 39-11 맞은편 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 44",1,,경기도 부천시 소사동 4-1 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 64",1,,경기도 부천시 소사동 7-11앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 85",1,경기도 부천시 부일로571번길 84,경기도 부천시 소사동 4번지앞 (3-1맞은편 소명여중담벽 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 146",1,,경기도 부천시 소사동 2-50 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 73",1,,경기도 부천시 소사동 7-3 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사본2동-095",1,,경기도 부천시 소사본2동 75-9,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-100",1,,경기도 부천시 소사본2동 75-16,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-080",1,,경기도 부천시 소사본2동 126-10,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-227",1,,경기도 부천시 소사본2동 91-121,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-181",1,,경기도 부천시 소사본2동 104-8,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-030",1,,경기도 부천시 소사본2동 65-18,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-070",1,,경기도 부천시 소사본3동 64-1 (57-8앞),,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-074",1,,경기도 부천시 소사본2동 128-3,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-020",1,,경기도 부천시 소사본2동 66-3,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-229",1,,경기도 부천시 소사본2동 93-24,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-054",1,,경기도 부천시 소사본2동 55-8,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-155",1,,경기도 부천시 소사본2동 123-2 앞,,,1987,,032-625-6262,경기도 부천시청,2019-09-10
"소사동 254",1,,경기도 부천시 소사동 6-1앞 (23맞은편 산 위치),,,1986,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 276",1,,경기도 부천시 소사동 26-25 앞 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 119",2,,경기도 부천시 소사동 18-25 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 180",1,,경기도 부천시 소사동 43-36 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 216",1,,경기도 부천시 소사동 34-9 앞 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 39",1,,경기도 부천시 소사동 44-15 앞 위치,,,1986,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 106",2,,경기도 부천시 소사동 16-25 앞 위치,,,1986,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 03",1,,경기도 부천시 소사동 74-111앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 261",1,,경기도 부천시 소사동 22-23 앞 코너 위치,,,1986,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 137",1,,경기도 부천시 소사동 11-4 앞 (15-1 맞은편 성가병원담벽 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 217",1,,경기도 부천시 소사동 34-2 앞 골목안 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 222",1,,경기도 부천시 소사동 20-21번지 산길 두번째 위치1개,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 225",1,,경기도 부천시 소사동 20-19 산길 다섯번째 위치1개,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 112",1,,경기도 부천시 소사동 17-15 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
